,slopes,intercepts,rvals
0,0.5014010139499631,1.542608923172554,0.9999969388312175
1,0.5006648369768223,-0.12362252809108343,0.9999989649919959
2,0.5007038518867605,-0.04529383502262263,0.9999990542796982
3,0.5015818280130168,1.2000961511113433,0.9999976314367243
4,0.5008602365618684,2.1611885013323815,0.9999943780367639
5,0.5015103955104822,1.545795189613913,0.9999963751993907
6,0.501734189665465,1.1790887895259985,0.9999974377100903
7,0.5005984429310203,-0.08692145510377536,0.99999921456398
8,0.5013128917145637,1.7714891203670668,0.9999953611258565
9,0.5013694136912642,0.30995381340916284,0.999997537435255
10,0.5009810414498217,2.0955126192626,0.9999939622418103
11,0.5011797637096249,1.9064451350717824,0.9999948409911261
12,0.5010419435893954,1.7906036312978877,0.9999968372337706
13,0.5012620663722552,0.8425865935777175,0.9999988042036718
14,0.5015529654520356,0.787565246900499,0.9999981101796396
15,0.5005809653135985,-0.12660315194841676,0.9999993571829017
16,0.5011342687527426,0.14178468383704113,0.9999980670686596
17,0.5005971624305628,-0.20590107761916432,0.9999992254873937
18,0.5012497259878943,0.488231662441851,0.9999983258633638
19,0.5004484008209714,2.585852658606851,0.9999925668712348
20,0.5004262934720156,-0.17368291245122025,0.9999964246130325
21,0.5016815119134662,0.9109870723100726,0.9999978915595141
22,0.5005961984707704,-0.22046190930839238,0.9999991247800764
23,0.5015193208812829,0.4340936712996033,0.9999973800318637
24,0.5016121711822765,0.9825669802141075,0.999997993031795
25,0.500755174004819,2.1042256090128357,0.9999965000194513
26,0.5014620381533607,1.161399805149118,0.9999983021643463
27,0.500903914664178,0.10907848736047088,0.999998725936731
28,0.5016675261482306,1.2038399505692023,0.9999975860516105
29,0.5015387505241014,0.8096080299717703,0.999998167708904
30,0.5003291922227131,2.682020602487733,0.9999924218214514
31,0.501318597950561,1.7603328957198263,0.9999953825676711
32,0.500544067312755,2.5097515756879782,0.9999927825124454
33,0.501340355700623,1.692404488898,0.9999958764595819
34,0.5012046659463192,0.653597964026313,0.99999871730535
35,0.5011108375208495,1.258625042099729,0.9999987597256188
36,0.5014541720927462,1.485693643308446,0.9999969076488034
37,0.5017020319136306,1.2401569005545934,0.9999972498305632
38,0.5007188342331179,2.3400555391939744,0.9999931477827223
39,0.5006870077915957,-0.09365386724885516,0.9999991507728051
40,0.5003213651887422,2.7104640227600045,0.9999924249356311
41,0.5009687163111255,0.15823050331814192,0.9999985077854451
42,0.5012296825253044,0.27254637482383437,0.9999980576624039
43,0.5011164583943024,0.7308175120337332,0.9999989393069463
44,0.5017421531705286,0.731249156885557,0.9999975096358484
45,0.5010441616861226,0.09852096250181397,0.9999981022465216
46,0.5013713461129937,1.7065036367339221,0.9999956055228305
47,0.501351654985526,1.7273026727538672,0.9999955318939415
48,0.5003462971726188,2.6693097179935767,0.9999927749585458
49,0.5004962234812875,2.545600938640149,0.999992793388123
50,0.5013189225216764,1.7704302881552945,0.9999955115349934
51,0.5005242487453233,2.403562975179457,0.9999952102414343
52,0.5010033716756667,2.0576124265993054,0.9999944602468622
53,0.5004020381979786,2.6078934870777672,0.9999930121162037
54,0.5009183835712855,2.035461998353095,0.999995396165817
55,0.5014261794331799,1.6419282370227455,0.9999958751196789
56,0.5015305958920929,1.5175366839691837,0.9999963472976744
57,0.501712193012034,1.2534519073510828,0.999997264399446
58,0.5017661159068297,1.0699529137397517,0.9999975110453689
59,0.5016570872117747,1.3454042649015632,0.9999970897406212
60,0.5012783244298522,1.8052091751909458,0.9999952094168902
61,0.5013273167138771,1.7524985698855597,0.9999953965008948
62,0.5014308979226999,1.3706696739747373,0.9999976771698237
63,0.5016179042091681,0.5673977438044009,0.9999974959285493
64,0.5007979166923507,2.268821957008446,0.9999934855690388
65,0.5010699951226424,1.9728910728819637,0.9999948808808565
66,0.5013720463287702,0.8589151184630941,0.9999985853776117
67,0.5009343913648415,0.16794437012488928,0.9999986574882321
68,0.5007439507713461,0.06471173856312662,0.9999990646041824
69,0.5009779111502076,2.103033658927989,0.9999939658837197
70,0.5005624600574559,-0.18883704402024115,0.9999993619966743
71,0.5012482032045762,0.3521633062328098,0.9999980074183288
72,0.5008868717666527,2.1983106235969427,0.9999937123228072
73,0.5004768143893211,-0.17713375546049104,0.9999992170676808
74,0.5006959417171017,0.0008583025755406481,0.9999990981170531
75,0.5008542593452605,2.199574534427542,0.9999937068682869
76,0.5017281637679326,1.2336400899295912,0.9999973636931264
77,0.5010562468834033,0.23501163566193162,0.9999984606989307
78,0.5009423092121491,2.0380860903358857,0.999995246040387
79,0.5009895023867088,0.09617053028632228,0.9999983016465441
80,0.5009954169079567,0.12255666828913636,0.9999983850414146
81,0.501166017664531,1.9187672872352786,0.99999470563517
82,0.500842513298675,2.055982168878427,0.9999962519242344
83,0.5017169043549686,1.2471664385511674,0.9999972881436346
84,0.5004040942394724,2.6102359739468146,0.9999930645287365
85,0.5013043541072116,1.4417476311416708,0.9999976479077669
86,0.5017849573224967,0.9774287972920752,0.9999976427361538
87,0.5015014558755725,0.41522655656110574,0.9999974151128812
88,0.5014434666840738,0.627883734377404,0.9999981365997819
89,0.5012739405291381,1.6661458621335785,0.9999965396387949
90,0.5016145253644317,0.5826891148620463,0.9999975358342988
91,0.5015166669048611,0.45503544771626014,0.9999974604024943
92,0.5008790513949956,-0.010719742147745848,0.9999986080678024
93,0.5015469368316082,0.976900684429205,0.9999981814316331
94,0.5013095759581382,1.756137291894785,0.9999953609788967
95,0.5006844569702685,-0.12519009004698045,0.9999991411380579
96,0.5016303300921979,1.3328122754339309,0.9999972428844478
97,0.5008539170338548,0.25122251545973295,0.9999989653933047
98,0.5014994610112572,0.47864744598924913,0.9999975259195936
99,0.5009675917262174,2.104283534787874,0.9999941336614808
100,0.5013355522418176,1.7446712505595157,0.9999954484421008
101,0.5015623253746658,1.476765232165559,0.9999965443043684
102,0.500737257715279,0.002054404233869711,0.9999989565196864
103,0.5009919988883411,2.084777898965645,0.9999940021346886
104,0.5008921800184244,2.171192278138643,0.9999938852536365
105,0.5010795476531115,2.008520071688493,0.9999944871681586
106,0.500901879933094,0.044313469280459206,0.9999985244764159
107,0.5007567654196541,0.13341489971447595,0.99999892323583
108,0.5011634799174206,0.25431723762614133,0.9999980483593102
109,0.5011669568778394,1.9259551097964902,0.9999947318396499
110,0.5010443287799511,0.39551546559336925,0.999998707505465
111,0.5010946050367833,0.1697073945318608,0.9999981873914014
112,0.5009628542430214,2.1230495364844892,0.9999939428464834
113,0.5012591135807584,1.824470172185622,0.9999950769276085
114,0.5003543450640205,2.6588167659361575,0.9999925661681301
115,0.5004491479555192,2.5788974667273625,0.9999927712490779
116,0.5004261747382999,2.587021784897461,0.999993472275248
117,0.5007649956880184,2.29994374946762,0.9999932755794753
118,0.5014328703969783,1.6250202554261213,0.9999958946660479
119,0.5013197216747798,1.7714539681769184,0.9999954236103871
120,0.5012422219997251,1.824285737293184,0.9999952057632179
121,0.5007821830133835,2.2680149054297813,0.9999936201736096
122,0.501405423050497,0.5427801676526336,0.9999980538273627
123,0.5015867013110509,0.8405016000821002,0.9999980851166193
124,0.5007246270691239,2.3392703095627385,0.9999931779965314
125,0.5017064501811145,0.6448166918829168,0.9999974222781265
126,0.5008252074624854,2.2398989017172024,0.9999934387625261
127,0.5002976189577931,2.6866732444290227,0.9999941733271179
128,0.5003659489919422,2.6452354746464395,0.9999930145202407
129,0.5015929649930945,0.8437337296931062,0.9999980788305344
130,0.5007274721567411,1.9934646531576092,0.9999976234963073
131,0.5012891937971126,1.753953466427356,0.999995482531121
132,0.5012717361621963,1.7822463087921099,0.9999956797974087
133,0.5005699647930829,2.4436298261821645,0.9999926618682504
134,0.5009286682008137,0.07775244504703993,0.9999984912579573
135,0.5009326682384435,0.019032419186581162,0.9999986027406255
136,0.5009112560199663,0.12149445355616662,0.9999987029196914
137,0.5005160934893276,2.4351937179746486,0.999994832778658
138,0.5009949380013082,2.092575136301767,0.9999942128695734
139,0.5016220599122556,1.4099553160504317,0.9999968397077553
140,0.5016909856453501,0.6956754859632572,0.9999975725984115
141,0.5011095463745565,1.9689131671631257,0.9999944439048992
142,0.5012166328739611,0.22159284755948816,0.9999977992504396
143,0.5004595643307024,2.565175361562874,0.9999925167269015
144,0.5016866592676837,1.1186180864794095,0.9999977081538027
145,0.5011186096980266,0.455468580413406,0.9999986851675652
146,0.5012983606768889,0.8883958129562055,0.9999987084608859
147,0.5013731382697005,0.45604347503861,0.9999978922248127
148,0.5009261870272625,2.1192551894312825,0.9999942295082375
149,0.5011994364224702,1.8885958375816272,0.999994865329635
150,0.5015939572547423,0.9675915193027977,0.9999981031235757
151,0.5016869779569861,0.9983344026081178,0.9999978255217279
152,0.5015959405412322,0.809082032141037,0.9999980588598328
153,0.5014943953351648,0.6937641961178675,0.9999980592518464
154,0.5014024324662687,0.3870645220615998,0.9999975076967557
155,0.501560258720712,1.48288826589173,0.9999965258099603
156,0.5006613234417808,2.455976998164976,0.9999931460894776
157,0.5017761541761575,0.9467780481370971,0.9999976745015842
158,0.5011838501909912,0.18502456189249328,0.9999978669985974
159,0.5017139561873083,0.664042327420288,0.9999974758446364
160,0.5017510403051095,1.1215734286162666,0.9999974413095115
161,0.5012178619705413,0.20557997891485913,0.9999980269841079
162,0.5012037792517167,0.40217012278333764,0.9999983230990668
163,0.5005159947142774,-0.20995268603494122,0.9999993815643426
164,0.5014438391040277,0.36618974240736035,0.9999975807553083
165,0.5008626347195398,2.2155817996620857,0.9999936181389378
166,0.5007965243142177,2.2670797916018484,0.9999933563566926
167,0.5011588165382832,0.33651900880239305,0.9999982710094305
168,0.5014843583001134,0.958964984845017,0.9999983136146471
169,0.500875137513508,2.1984216805049495,0.9999936148849925
170,0.5010280055468754,1.7895620233193403,0.9999968213114979
171,0.5007848731789812,1.9391748653884124,0.9999974170531438
172,0.500330269322387,2.684181515026083,0.9999924360997356
173,0.5008897490384275,0.03358703927864548,0.9999987821998879
174,0.5016869505936099,0.6652013690914473,0.9999975257936086
175,0.5015221389347152,0.5288694842587174,0.9999977164226428
176,0.5013653150338437,0.5105019129069763,0.9999980836554674
177,0.5009927341934901,1.9321670712828105,0.999996043990868
178,0.500446849410915,2.5832241992727214,0.9999925742178727
179,0.5008220804353543,-0.01933455357111802,0.999998769555332
180,0.5009445910548552,2.1226439129622934,0.9999938299411464
181,0.5008664693586703,0.025992462486726264,0.9999984093600556
182,0.5011407261181913,1.9472364671819626,0.9999946165478656
183,0.5004145072702072,2.605604242221987,0.9999924528425759
184,0.5015632231378021,0.5025796630887736,0.999997445266679
185,0.501296997737136,0.26523288409836177,0.9999977029143592
186,0.5007750397456898,0.054964469243244274,0.9999990133945197
187,0.5016798763021003,0.864638411136343,0.9999978887804069
188,0.5015837873426123,1.4086972784484462,0.9999968092051962
189,0.5010571043883499,2.0280884980326173,0.9999942944377657
190,0.5011858513465564,1.7391492791537195,0.9999963483281477
191,0.5008277508175574,-0.04507817201574049,0.9999987842027291
192,0.5016519400964369,1.0621009358262432,0.9999978990501736
193,0.5014617044545534,0.7577618420346615,0.9999982650910139
194,0.5004998664842911,-0.23207302281031295,0.9999994173000785
195,0.500953299930019,2.1194652134062384,0.9999939327857105
196,0.5012251704980131,0.4303174658964126,0.9999982677617064
197,0.5016543735530036,0.9251170744755259,0.9999979527535819
198,0.5014073929947276,1.6322993619663828,0.999996145731825
199,0.5011646249027686,1.932169189729113,0.9999947485442797
200,0.501476061999296,0.4199231281102924,0.9999975644641973
201,0.501268291505024,0.7542258825636905,0.9999987155863577
202,0.5006321494362699,-0.11489324197776796,0.9999990993020895
203,0.5016909534862264,0.6548561210498236,0.9999975130613686
204,0.5014599849768602,0.4603893810552959,0.9999976760267301
205,0.5007755928922598,-0.04094550551067444,0.999998958713116
206,0.5008949526820453,2.1771495089061697,0.9999936788309178
207,0.5014592636120278,0.9189691292603999,0.9999984431150244
208,0.5007128346273264,-0.05202902704336143,0.9999989317016249
209,0.5007219067511413,2.3378166526042503,0.9999931838372056
210,0.5012178770039071,1.8687630450669452,0.9999949520512601
211,0.5005285403710374,2.323468553967159,0.9999965176136416
212,0.5010783081351934,2.0076854894964837,0.9999943603714042
213,0.5016853646263186,1.050549991631721,0.9999977721679097
214,0.5010763037524214,0.2518380688027544,0.9999983547134524
215,0.5016755149087491,1.0007964211389089,0.9999979018918314
216,0.5007447128408257,2.2112496014017005,0.9999951358750232
217,0.5006341007914428,-0.0712172254475929,0.9999991200574643
218,0.5005244011734655,-0.1801273226567397,0.9999991383597746
219,0.5014878142115407,0.5831920911810573,0.999997842972161
220,0.5015678778257355,1.3352201875465366,0.999997458344318
221,0.5008038315856442,-0.042695886931443994,0.9999987774408144
222,0.5008817067277462,2.191552924745994,0.9999936386486225
223,0.5005514710466731,2.4923563492282343,0.9999927482949778
224,0.5007309491109974,2.337052450608746,0.9999932186257757
225,0.5004180840404232,2.6207017926642355,0.9999925430089868
226,0.5017046629651478,1.2269500303650842,0.999997414296906
227,0.5012911509549556,1.7932654499996041,0.9999952761978786
228,0.500872760143589,2.192932841583204,0.9999937062438675
229,0.5011816508843852,0.2028605756054822,0.9999979535846755
230,0.5017083477409623,1.232161708665687,0.9999973653002567
231,0.5013739354241935,0.5564773856545049,0.9999981029378017
232,0.5017259436895175,1.1723977703752215,0.9999975066998471
233,0.5011646228851522,0.23534987487490522,0.999998093164378
234,0.5010445353650413,2.046681810026703,0.9999942324231594
235,0.5010107877766768,2.0680658347870278,0.9999940901787789
236,0.5010737505496875,1.7901515160491561,0.9999965804681263
237,0.5006537101800269,-0.10165407981740238,0.9999990989346278
238,0.5015365801986797,1.49300885375377,0.9999963864182712
239,0.5009893606146033,1.9226693562248856,0.9999961141244951
240,0.5017788402194167,0.9452690083066035,0.9999976406171588
241,0.5005336221281392,2.504289025351643,0.999992688913523
242,0.5017464824693277,0.901706628880182,0.9999977213882524
243,0.5005084008712357,-0.2321620480446125,0.9999994592229606
244,0.5003921870831634,2.636081936031763,0.9999924662502393
245,0.5015905570523398,0.6145631920634602,0.9999976591025406
246,0.5012240284625525,0.7477307738712202,0.9999987873132011
247,0.5007155741703347,-0.06630913555893914,0.9999988096197299
248,0.5006104872859211,-0.15332316621320619,0.9999991493323226
249,0.5005542578986579,2.4763058820837096,0.9999929890425827
250,0.5002959375168533,2.707506608412125,0.9999922647729838
